log_id,log_date,log_name,field,areas,equipment_list,categories,hours,material_list,quantities,spray_volume,area_sprayed,area_sprayed_unit,purpose,method,plots,start,finish,wind_speed,wind_direction,temperature,weather_desc,notes,raw_notes
https://rothamstedfarm.farmos.net/log/205,2019-08-21 00:00:00,Applied slug pellets: HOOSFIELD Commercial,HOOS FIELD,HOOS FIELD - direct drilled section,Lehner slug pelleter;Kawasaki  Mule 610,Pesticide Application,,272 : Ironmax pro (17122),Ironmax Pro @ 5 kg/ha,,,,pest control,broadcast spreader,,,,,,,,Applied slug pellets to commercial field HOOSFIELDDirect drilled area (ex CS/477),Applied slug pellets to commercial field HOOSFIELDDirect drilled area (ex CS/477)
https://rothamstedfarm.farmos.net/log/206,2019-08-21 00:00:00,Applied slug pellets: GREAT HARPENDEN 2 Commercial,,GREAT HARPENDEN 2,Lehner slug pelleter;Kawasaki  Mule 610,Pesticide Application,,272 : Ironmax pro (17122),Ironmax Pro @ 5 kg/ha,,,,pest control,broadcast spreader,,,,,,,,Applied slug pellets to commercial field GREAT HARPENDEN 2,Applied slug pellets to commercial field GREAT HARPENDEN 2
https://rothamstedfarm.farmos.net/log/207,2019-08-21 00:00:00,Applied slug pellets: LONG HOOS 5 Commercial,,LONG HOOS 5,Lehner slug pelleter;Kawasaki  Mule 610,Pesticide Application,,272 : Ironmax pro (17122),Ironmax Pro @ 5 kg/ha,,,,pest control,broadcast spreader,,,,,,,,Applied slug pellets to commercial field LONG HOOS 5odds and ends,Applied slug pellets to commercial field LONG HOOS 5odds and ends
https://rothamstedfarm.farmos.net/log/208,2019-08-21 00:00:00,Applied slug pellets: LONG HOOS 6/7 Commercial,,LONG HOOS 6/7,Lehner slug pelleter;Kawasaki  Mule 610,Pesticide Application,,272 : Ironmax pro (17122),Ironmax Pro @ 5 kg/ha,,,,pest control,broadcast spreader,,,,,,,,Applied slug pellets to commercial field LONG HOOS 6/7odds and ends,Applied slug pellets to commercial field LONG HOOS 6/7odds and ends
https://rothamstedfarm.farmos.net/log/209,2019-08-21 00:00:00,Applied slug pellets: GREAT FIELD 1/2 Commercial,,GREAT FIELD 1/2,Lehner slug pelleter;Kawasaki  Mule 610,Pesticide Application,,272 : Ironmax pro (17122),Ironmax Pro @ 5 kg/ha,,,,pest control,broadcast spreader,,,,,,,,Applied slug pellets to commercial field GREAT FIELD 1/2,Applied slug pellets to commercial field GREAT FIELD 1/2
https://rothamstedfarm.farmos.net/log/210,2019-08-21 00:00:00,Applied slug pellets: WHITEHORSE 2 Commercial,,WHITEHORSE 2,Lehner slug pelleter;Kawasaki  Mule 610,Pesticide Application,,272 : Ironmax pro (17122),Ironmax Pro @ 5 kg/ha,,,,pest control,broadcast spreader,,,,,,,,Applied slug pellets to commercial field WHITEHORSE 2Odds and ends,Applied slug pellets to commercial field WHITEHORSE 2Odds and ends
https://rothamstedfarm.farmos.net/log/211,2019-08-22 00:00:00,Applied slug pellets: GREAT FIELD 1/2 Commercial,,GREAT FIELD 1/2,Lehner slug pelleter;Kawasaki  Mule 610,Pesticide Application,,272 : Ironmax pro (17122),Ironmax Pro @ 5 kg/ha,,,,pest control,broadcast spreader,,,,,,,,Applied slug pellets to commercial field GREAT FIELD 1/2,Applied slug pellets to commercial field GREAT FIELD 1/2
https://rothamstedfarm.farmos.net/log/212,2019-08-16 00:00:00,Spread treatments for 2020/R/RAW/2027,WHITEHORSE 2,2020/R/RAW/2027,,Treatment,,,,,,,Treatment application,,,,,,,,,"Spread treatments A, B, C, D by hand and before drilling","Spread treatments A, B, C, D by hand and before drilling"
https://rothamstedfarm.farmos.net/log/213,2019-08-16 00:00:00,Spread treatments for 2020/R/RAW/2027,WHITEHORSE 2,2020/R/RAW/2027,,Treatment,,274 : Straw,,,,,Treatment application,,,,,,,,,"Spread treatments E, straw mulch by hand and after drilling OSR, chopped straw with straw chopper","Spread treatments E, straw mulch by hand and after drilling OSR, chopped straw with straw chopper"
https://rothamstedfarm.farmos.net/log/216,2019-08-16 00:00:00,Spraying: Sluxx in WHITEHORSE 2,WHITEHORSE 2,2020/R/RAW/2027,,Pesticide Application,0:00:00,275 : Sluxx,Sluxx @ 5 kg/ha,,,,Spraying,,,,,,,,,Applied by hand,Applied by hand
https://rothamstedfarm.farmos.net/log/224,2019-08-19 00:00:00,"Spread treatments C, D, E for 2020/R/RAW/2025",WHITEHORSE 2,2020/R/RAW/2025,,Treatment,,,,,,,Treatment application,,,,,,,,,"Spread Treatment C, D, E by hand after drilling","Spread Treatment C, D, E by hand after drilling"
https://rothamstedfarm.farmos.net/log/231,2019-08-21 12:35:48,Applied slug pellets 2020/R/RAW/2025,WHITEHORSE 2,2020/R/RAW/2025,Lehner slug pelleter;Kawasaki  Mule 610,Pesticide Application,,272 : Ironmax pro (17122),Ironmax Pro @ 5 kg/ha,,,,pest control,broadcast spreader,,,,,,,,,
https://rothamstedfarm.farmos.net/log/232,2019-08-21 00:00:00,Applied slug pellets: WHITEHORSE 2 RAW/2027,WHITEHORSE 2,2020/R/RAW/2027,Lehner slug pelleter;Kawasaki  Mule 610,Pesticide Application,,272 : Ironmax pro (17122),Ironmax Pro @ 5 kg/ha,,,,pest control,broadcast spreader,,,,,,,,Applied slug pellets to experiment RAW/2027,Applied slug pellets to experiment RAW/2027
https://rothamstedfarm.farmos.net/log/236,2019-09-16 00:00:00,Applied slug pellets: WHITEHORSE 1 Commercial,,WHITEHORSE 1,Lehner slug pelleter;Kawasaki  Mule 610,Pesticide Application,,272 : Ironmax pro (17122),Ironmax Pro @ 5 kg/ha,,,,pest control,broadcast spreader,,,,,,,,Applied slug pellets to commercial field WHITEHORSE 1,Applied slug pellets to commercial field WHITEHORSE 1
https://rothamstedfarm.farmos.net/log/288,2019-11-13 05:00:00,Herbicide,,RRES LSRE Site;RRES LSRE Plot 25,,Pesticide Application,,291 : Liberator,Liberator (15206) @ 0.6 l/ha,,,,To control rye grass in wheat after grass plots. ,sprayed by hand using hand boom,,,,,,,,"As this is an SCP plot, the active ingredients are ""low resistance risk"" for black grass.","As this is an SCP plot, the active ingredients are ""low resistance risk"" for black grass."
https://rothamstedfarm.farmos.net/log/289,2019-11-13 15:00:00,Herbicide and Insecticide ,,RRES LSRE Site;RRES LSRE WW Conventional Min-till,Knight 24m Sprayer,Pesticide Application,0:45:00,287 : Atlantis WG (12478);288 : Macho (18122);290 : Biopower;242 : Hallmark with Zeon Technology (12629),Atlantis WG (12478)  @ 0.8 kg/ha;Hallmark with Zeon Technology (12629) @ 100 ml/ha;Macho (18122) @ 1 l/ha;Biopower @ 2 l/ha,,,,Post-emergence herbicide and insecticide (aphid control) in conventional min-till winter wheat,sprayed,,14:00,14:45,7 mph,SE,10C,Clear,"Post-emergence herbicide to tackle residual weeds in the conventional min-till WW - specifically targeting any black grass and the rye grass in the min-till wheat after grass plot. Insecticide targeting aphids which have not been observed in field but are present at high numbers in the suction traps, and there are reports of observations locally. Volume: 150 l/ha","Post-emergence herbicide to tackle residual weeds in the conventional min-till WW - specifically targeting any black grass and the rye grass in the min-till wheat after grass plot; Insecticide targeting aphids which have not been observed in field but are present at high numbers in the suction traps, and there are reports of observations locally; Start: 14:00; Finish: 14:45; Wind speed: 7 mph; Direction: SE; Weather: Clear; Temp: 10C; Volume: 150 l/ha"
https://rothamstedfarm.farmos.net/log/290,2019-11-20 20:00:00,RR LSRE OSR Autumn Herbicide & Fungicide,,RRES LSRE Site;RRES LSRE OSR Conventional;RRES LSRE OSR SCP Min till;RRES LSRE Plot 02,NH T6030;Knight 24m Sprayer,Pesticide Application,1:45:00,417 : Dymid (17585);582 : Corinth (16742),Dymid (17585) @ 1.7 l/ha;Corinth (16742) @ 0.75 l/ha,,,,"Control of phoma, broadleaf weeds and volunteer cereals in OSR",sprayed,,15:00,16:45,7 Km/hr,S/E,5,,weather: clear. operator: B. Smith,start time: 15:00; stop time: 16:45; wind speed (mph): 7 Km/hr; wind direction:  S/E; temperature (C): 5; weather: clear; operator: B. Smith
https://rothamstedfarm.farmos.net/log/291,2020-02-12 00:00:00,OSR Spring Fertiliser,,RRES LSRE Site,Cascade Spreader,Fertiliser Application,,220 : DoubleTop,DoubleTop @ 296 kg/ha,,,,OSR Spring Fertiliser,,,,,,,,,"Plots: H22. H23. H27. H34. H36. .  296 kg ha Double Top = 80 kg N, 89 SO3","Plots: H22; H23; H27; H34; H36;; Notes: 296 kg ha Double Top = 80 kg N, 89 SO3"
https://rothamstedfarm.farmos.net/log/298,2020-02-12 00:00:00,OSR Spring Fertiliser,,LSRE Brooms Barn,Cascade Spreader,Fertiliser Application,,220 : DoubleTop,DoubleTop @ 296 kg/ha,,,,OSR Spring Fertiliser,,,,,,,,,"Plots: B23. B28. B39. B50. B51. B59.  296 kg ha Double Top = 80 kg N, 89 SO3","Plots: B23; B28; B39; B50; B51; B59; Notes: 296 kg ha Double Top = 80 kg N, 89 SO3"
https://rothamstedfarm.farmos.net/log/299,2020-02-12 00:00:00,OSR Spring Herbicide,,LSRE Brooms Barn,,Pesticide Application,,308 : Fox (11981),Fox (MAPP 11989) @ 1.5 l/ha,,,,Pesticide to control Field Pansy in OSR plots,,,,,,,,,Plots: B23. B28. B39. B50. B51. B59,Plots: B23; B28; B39; B50; B51; B59
https://rothamstedfarm.farmos.net/log/300,2020-02-12 00:00:00,Glyphosate all cover crops,,RRES LSRE Site,Knight 24m Sprayer,Pesticide Application,,,Glyphosate (product TBC) @ 3 l/ha;Buffalo Elite (can't find a MAPP number) @ 1 l/ha,,,,,,,,,,,,,"Review: Products TBC. Also, does this apply to all plots, or just min-till (inversion plots they are ploughed in?)","Review: Products TBC. Also, does this apply to all plots, or just min-till (inversion plots they are ploughed in?)"
https://rothamstedfarm.farmos.net/log/312,2020-04-23 00:00:00,Fertiliser application: 188 kg/ha Nitram into GREAT FIELD 1/2,,GREAT FIELD 1/2,JD6145R;Kverneland Twin disc Fertiliser Spreader,Fertiliser Application,1:00:00,145 : Nitram,Nitram @ 188 kg/ha,,,,Fertiliser,,,,,,,,,188 Kg/ha Nitram gives 65 Kg/ha N,188 Kg/ha Nitram gives 65 Kg/ha N
https://rothamstedfarm.farmos.net/log/313,2020-04-23 00:00:00,Fertiliser application: 188 kg/ha Nitram into WHITEHORSE 1,,WHITEHORSE 1,JD6145R;Kverneland Twin disc Fertiliser Spreader,Fertiliser Application,1:00:00,145 : Nitram,Nitram @ 188 kg/ha,,,,Fertiliser,,,,,,,,,188 Kg/ha Nitram gives 65 Kg/ha N,188 Kg/ha Nitram gives 65 Kg/ha N
https://rothamstedfarm.farmos.net/log/314,2020-04-14 00:00:00,Fertiliser application: 296 kg/ha DoubleTop into GREAT KNOTT 2,,GREAT KNOTT 2,JD6145R;Kverneland Twin disc Fertiliser Spreader,Fertiliser Application,1:00:00,220 : DoubleTop,DoubleTop @ 296 kg/ha,,,,Fertiliser,,,,,,,,,296 Kg/ha Double Top gives 80 Kg/ha N,296 Kg/ha Double Top gives 80 Kg/ha N
https://rothamstedfarm.farmos.net/log/315,2020-04-16 00:00:00,Fertiliser application: 296 kg/ha DoubleTop into BLACKHORSE,,BLACKHORSE,JD6145R;Kverneland Twin disc Fertiliser Spreader,Fertiliser Application,3:00:00,220 : DoubleTop,DoubleTop @ 296 kg/ha,,,,Fertiliser,,,,,,,,,296 Kg/ha Double Top gives 80 Kg/ha N,296 Kg/ha Double Top gives 80 Kg/ha N
https://rothamstedfarm.farmos.net/log/316,2020-04-16 00:00:00,Fertiliser application: 296 kg/ha DoubleTop into SCOUT,,SCOUT,JD6145R;Kverneland Twin disc Fertiliser Spreader,Fertiliser Application,1:00:00,220 : DoubleTop,DoubleTop @ 296 kg/ha,,,,Fertiliser,,,,,,,,,296 Kg/ha Double Top gives 80 Kg/ha N,296 Kg/ha Double Top gives 80 Kg/ha N
https://rothamstedfarm.farmos.net/log/317,2020-04-16 00:00:00,Fertiliser application: 296 kg/ha DoubleTop into WEBBS,,WEBBS,JD6145R;Kverneland Twin disc Fertiliser Spreader,Fertiliser Application,1:00:00,220 : DoubleTop,DoubleTop @ 296 kg/ha,,,,Fertiliser,,,,,,,,,296 Kg/ha Double Top gives 80 Kg/ha N,296 Kg/ha Double Top gives 80 Kg/ha N
https://rothamstedfarm.farmos.net/log/318,2020-04-16 00:00:00,Fertiliser application: 296 kg/ha DoubleTop into GREAT KNOTT 1,,GREAT KNOTT 1,JD6145R;Kverneland Twin disc Fertiliser Spreader,Fertiliser Application,1:00:00,220 : DoubleTop,DoubleTop @ 296 kg/ha,,,,Fertiliser,,,,,,,,,296 Kg/ha Double Top gives 80 Kg/ha N,296 Kg/ha Double Top gives 80 Kg/ha N
https://rothamstedfarm.farmos.net/log/319,2020-04-15 00:00:00,Fertiliser application: 296 kg/ha DoubleTop into DELAFIELD,,DELAFIELD,JD6145R;Kverneland Twin disc Fertiliser Spreader,Fertiliser Application,0:30:00,220 : DoubleTop,DoubleTop @ 296 kg/ha,,,,Fertiliser,,,,,,,,,296 Kg/ha Double Top gives 80 Kg/ha N,296 Kg/ha Double Top gives 80 Kg/ha N
https://rothamstedfarm.farmos.net/log/320,2020-04-15 00:00:00,Fertiliser application: 296 kg/ha DoubleTop into GEESCROFT,,GEESCROFT,JD6145R;Kverneland Twin disc Fertiliser Spreader,Fertiliser Application,0:30:00,220 : DoubleTop,DoubleTop @ 296 kg/ha,,,,Fertiliser,,,,,,,,,296 Kg/ha Double Top gives 80 Kg/ha N,296 Kg/ha Double Top gives 80 Kg/ha N
https://rothamstedfarm.farmos.net/log/321,2020-04-16 00:00:00,Fertiliser application: 296 kg/ha DoubleTop into CLAYCROFT,,CLAYCROFT,JD6145R;Kverneland Twin disc Fertiliser Spreader,Fertiliser Application,1:00:00,220 : DoubleTop,DoubleTop @ 296 kg/ha,,,,Fertiliser,,,,,,,,,296 Kg/ha Double Top gives 80 Kg/ha N,296 Kg/ha Double Top gives 80 Kg/ha N
https://rothamstedfarm.farmos.net/log/322,2020-04-15 00:00:00,Fertiliser application: 296 kg/ha DoubleTop into LITTLE KNOTT 1,,LITTLE KNOTT 1,JD6145R;Kverneland Twin disc Fertiliser Spreader,Fertiliser Application,0:30:00,220 : DoubleTop,DoubleTop @ 296 kg/ha,,,,Fertiliser,,,,,,,,,296 Kg/ha Double Top gives 80 Kg/ha N,296 Kg/ha Double Top gives 80 Kg/ha N
https://rothamstedfarm.farmos.net/log/323,2020-04-28 00:00:00,Fertiliser application: 296 kg/ha DoubleTop into LITTLE KNOTT 2,,LITTLE KNOTT 2,JD6145R;Kverneland Twin disc Fertiliser Spreader,Fertiliser Application,0:30:00,220 : DoubleTop,DoubleTop @ 296 kg/ha,,,,Fertiliser,,,,,,,,,296 Kg/ha Double Top gives 80 Kg/ha N,296 Kg/ha Double Top gives 80 Kg/ha N
https://rothamstedfarm.farmos.net/log/324,2020-04-16 00:00:00,Fertiliser application: 296 kg/ha DoubleTop into SAWYERS 2,,SAWYERS 2,JD6145R;Kverneland Twin disc Fertiliser Spreader,Fertiliser Application,0:30:00,220 : DoubleTop,DoubleTop @ 296 kg/ha,,,,Fertiliser,,,,,,,,,296 Kg/ha Double Top gives 80 Kg/ha N,296 Kg/ha Double Top gives 80 Kg/ha N
https://rothamstedfarm.farmos.net/log/325,2020-04-16 00:00:00,Fertiliser application: 296 kg/ha DoubleTop into SAWYERS 4,,SAWYERS 4,JD6145R;Kverneland Twin disc Fertiliser Spreader,Fertiliser Application,0:30:00,220 : DoubleTop,DoubleTop @ 296 kg/ha,,,,Fertiliser,,,,,,,,,296 Kg/ha Double Top gives 80 Kg/ha N,296 Kg/ha Double Top gives 80 Kg/ha N
https://rothamstedfarm.farmos.net/log/326,2020-04-16 00:00:00,Fertiliser application: 296 kg/ha DoubleTop into NEW ZEALAND,,NEW ZEALAND,JD6145R;Kverneland Twin disc Fertiliser Spreader,Fertiliser Application,1:00:00,220 : DoubleTop,DoubleTop @ 296 kg/ha,,,,Fertiliser,,,,,,,,,296 Kg/ha Double Top gives 80 Kg/ha N. Did not apply N to CS/760 or 24m surrounding area,296 Kg/ha Double Top gives 80 Kg/ha N; Did not apply N to CS/760 or 24m surrounding area
https://rothamstedfarm.farmos.net/log/327,2020-04-15 00:00:00,Fertiliser application: 296 kg/ha DoubleTop into PARKLANDS,,PARKLANDS,JD6145R;Kverneland Twin disc Fertiliser Spreader,Fertiliser Application,1:00:00,220 : DoubleTop,DoubleTop @ 296 kg/ha,,,,Fertiliser,,,,,,,,,296 Kg/ha Double Top gives 80 Kg/ha N,296 Kg/ha Double Top gives 80 Kg/ha N
https://rothamstedfarm.farmos.net/log/328,2020-04-20 00:00:00,Fertiliser application: 125 kg/ha DoubleTop into SUMMERDELLS 1,,SUMMERDELLS 1,JD6145R;Kverneland Twin disc Fertiliser Spreader,Fertiliser Application,1:00:00,220 : DoubleTop,DoubleTop @ 125 kg/ha,,,,Fertiliser,,,,,,,,,125 Kg/ha Double Top gives 33.75 Kg/ha N,125 Kg/ha Double Top gives 33.75 Kg/ha N
https://rothamstedfarm.farmos.net/log/329,2020-04-20 00:00:00,Fertiliser application: 125 kg/ha DoubleTop into SUMMERDELLS 2,,SUMMERDELLS 2,JD6145R;Kverneland Twin disc Fertiliser Spreader,Fertiliser Application,1:00:00,220 : DoubleTop,DoubleTop @ 125 kg/ha,,,,Fertiliser,,,,,,,,,125 Kg/ha Double Top gives 33.75 Kg/ha N,125 Kg/ha Double Top gives 33.75 Kg/ha N
https://rothamstedfarm.farmos.net/log/330,2020-04-20 00:00:00,Fertiliser application: 125 kg/ha DoubleTop into BONES CLOSE,,BONES CLOSE,JD6145R;Kverneland Twin disc Fertiliser Spreader,Fertiliser Application,1:00:00,220 : DoubleTop,DoubleTop @ 125 kg/ha,,,,Fertiliser,,,,,,,,,125 Kg/ha Double Top gives 33.75 Kg/ha N,125 Kg/ha Double Top gives 33.75 Kg/ha N
https://rothamstedfarm.farmos.net/log/331,2020-04-20 00:00:00,Fertiliser application: 319 kg/ha Nitram into WHITEHORSE 2,,WHITEHORSE 2,JD6145R;Kverneland Twin disc Fertiliser Spreader,Fertiliser Application,1:00:00,145 : Nitram,Nitram @ 319 kg/ha,,,,Fertiliser,,,,,,,,,319 Kg/ha Double Top gives 110 Kg/ha N,319 Kg/ha Double Top gives 110 Kg/ha N
https://rothamstedfarm.farmos.net/log/332,2020-04-21 00:00:00,Fertiliser application: 319 kg/ha Nitram into SAWYERS 3,,SAWYERS 3,JD6145R;Kverneland Twin disc Fertiliser Spreader,Fertiliser Application,1:00:00,145 : Nitram,Nitram @ 319 kg/ha,,,,Fertiliser,,,,,,,,,319 Kg/ha Double Top gives 110 Kg/ha N,319 Kg/ha Double Top gives 110 Kg/ha N
https://rothamstedfarm.farmos.net/log/333,2020-04-20 00:00:00,Fertiliser application: 319 kg/ha Nitram into HIGHFIELD 4,,HIGHFIELD 4,JD6145R;Kverneland Twin disc Fertiliser Spreader,Fertiliser Application,1:00:00,145 : Nitram,Nitram @ 319 kg/ha,,,,Fertiliser,,,,,,,,,319 Kg/ha Double Top gives 110 Kg/ha N,319 Kg/ha Double Top gives 110 Kg/ha N
https://rothamstedfarm.farmos.net/log/334,2020-04-20 00:00:00,Fertiliser application: 319 kg/ha Nitram into HIGHFIELD 5/6,,HIGHFIELD 5/6,JD6145R;Kverneland Twin disc Fertiliser Spreader,Fertiliser Application,1:00:00,145 : Nitram,Nitram @ 319 kg/ha,,,,Fertiliser,,,,,,,,,319 Kg/ha Double Top gives 110 Kg/ha N,319 Kg/ha Double Top gives 110 Kg/ha N
https://rothamstedfarm.farmos.net/log/335,2020-04-21 00:00:00,Fertiliser application: 319 kg/ha Nitram into PASTURES,,PASTURES,JD6145R;Kverneland Twin disc Fertiliser Spreader,Fertiliser Application,1:00:00,145 : Nitram,Nitram @ 319 kg/ha,,,,Fertiliser,,,,,,,,,319 Kg/ha Double Top gives 110 Kg/ha N. Did not apply N to area for CM/2053 or 12m surrounding area,319 Kg/ha Double Top gives 110 Kg/ha N; Did not apply N to area for CM/2053 or 12m surrounding area
https://rothamstedfarm.farmos.net/log/352,2020-04-21 00:00:00,Fertiliser application: 185 kg/ha DoubleTop into OSIER,OSIER,2020/R/WW/2006;2020/R/WW/2011;2020/R/WW/2017;2020/R/WW/2026;2020/R/WW/2030;2020/R/WW/2031+2034;2020/R/WW/2035+2046;2020/R/WW/2039;2020/R/WW/2042;2020/R/WW/2045,JD6145R;Kverneland Twin disc Fertiliser Spreader,Fertiliser Application,1:00:00,220 : DoubleTop,DoubleTop @ 185.0 kg/ha,,,,Fertiliser,,,,,,,,,185 Kg/ha Double Top gives 50 Kg/ha N,185 Kg/ha Double Top gives 50 Kg/ha N
https://rothamstedfarm.farmos.net/log/391,2020-04-21 00:00:00,Fertiliser application: 185 kg/ha DoubleTop into OSIER,,OSIER,JD6145R;Kverneland Twin disc Fertiliser Spreader,Fertiliser Application,1:00:00,220 : DoubleTop,DoubleTop @ 185 kg/ha,,,,Fertiliser,,,,,,,,,185 kg/ha Double top gives 50 kg/ha N,185 kg/ha Double top gives 50 kg/ha N
https://rothamstedfarm.farmos.net/log/394,2020-04-17 00:00:00,Fertiliser application: 296 kg/ha DoubleTop into SAWYERS 1,,SAWYERS 1;2020/R/WS/2047;2020/R/WS/2049;2020/R/WS/2055,JD6145R;Kverneland Twin disc Fertiliser Spreader,Fertiliser Application,0:30:00,220 : DoubleTop,DoubleTop @ 296 kg/ha,,,,Fertiliser,,,,,,,,,296 Kg/ha Double Top gives 80 Kg/ha N,296 Kg/ha Double Top gives 80 Kg/ha N
https://rothamstedfarm.farmos.net/log/396,2020-05-12 00:00:00,Fertiliser application: 148 kg/ha DoubleTop into WEST BARNFIELD 1/2,,WEST BARNFIELD 1/2,JD6145R;Kverneland Twin disc Fertiliser Spreader,Fertiliser Application,0:30:00,220 : DoubleTop,DoubleTop @ 148 kg/ha,,,,Fertiliser,,,,,,,,,148 Kg/ha double top gives 40 Kg/ha N,148 Kg/ha double top gives 40 Kg/ha N
https://rothamstedfarm.farmos.net/log/397,2020-05-12 00:00:00,Fertiliser application: 148 kg/ha DoubleTop into FOSTERS CORNER,,FOSTERS CORNER,JD6145R;Kverneland Twin disc Fertiliser Spreader,Fertiliser Application,0:15:00,220 : DoubleTop,DoubleTop @ 148 kg/ha,,,,Fertiliser,,,,,,,,,148 Kg/ha double top gives 40 Kg/ha N,148 Kg/ha double top gives 40 Kg/ha N
https://rothamstedfarm.farmos.net/log/398,2020-05-12 00:00:00,Fertiliser application: 148 kg/ha DoubleTop into AGDELL/HARWOODS,,AGDELL/HARWOODS,JD6145R;Kverneland Twin disc Fertiliser Spreader,Fertiliser Application,1:00:00,220 : DoubleTop,DoubleTop @ 148 kg/ha,,,,Fertiliser,,,,,,,,,148 Kg/ha double top gives 40 Kg/ha N,148 Kg/ha double top gives 40 Kg/ha N
